tokens,label
A <e1> telescope </e1> assists the <e2> eye </e2> chiefly in two ways .,Instrument-Agency
The <e1> boy </e1> accidentally went into the girl's <e2> bathroom </e2> .,Entity-Destination
The <e1> document </e1> is stored in the proper <e2> folder </e2> as a text .,Content-Container
"Unfortunately , they just had brief mentions and more <e1> pages </e1> were spent describing the clubs <e2> scene </e2> .",Message-Topic
The map to the left shows a snapshot of <e1> weather </e1> <e2> conditions </e2> in selected towns across Italy .,Other
I reflected on this while passing a <e2> passel </e2> of <e1> pigeons </e1> parading on a Loop sidewalk the other day .,Member-Collection
The retailers poured <e1> resources </e1> into promoting low-alcohol <e2> wine </e2> .,Other
"Fiscus was the treasury of the Roman emperor , so-called because the <e1> money </e1> was stored in <e2> baskets </e2> .",Content-Container
Hundreds of toxic <e1> chemicals </e1> were released into the <e2> atmosphere </e2> .,Entity-Destination
"The final <e1> part </e1> of the court is completed by the <e2> chapel </e2> , begun by Mary I in 1554 in memory of her father .",Other
<e1> Mobile </e1> lost in the ocean was found in a cod <e2> belly </e2> .,Content-Container
The <e1> flyer </e1> advertised a two-week <e2> workshop </e2> being conducted at the university this summer .,Message-Topic
The <e1> hotel </e1> arose from the <e2> reconstruction </e2> of historical building .,Other
"This revised <e1> edition </e1> incorporates new research <e2> findings </e2> and advances in the treatment of genetic disorders , including gene-directed therapies .",Message-Topic
"<e1> Fish </e1> swim in a <e2> shoal </e2> , but they fall one by one .",Member-Collection
All <e1> bookmarks </e1> have been exported to a single <e2> file </e2> .,Entity-Destination
The <e2> team </e2> used the newly-developed <e1> nanoparticle </e1> to build therapies for treating individuals with cardiovascular disease .,Instrument-Agency
Tobia made a stunning <e2> revelation </e2> in a <e1> phone call </e1> in September 2002 .,Message-Topic
It was also home to a bale of snapping turtles and a <e2> siege </e2> of great blue <e1> herons </e1> .,Member-Collection
"The <e1> indenter </e1> is pushed into the <e2> material </e2> , and both the load and displacement increase .",Entity-Destination
The latest <e1> issue </e1> of Five Bells has been sent to poet union <e2> members </e2> .,Entity-Destination
<e2> Cruisers </e2> and large yachts have much more sophisticated <e1> fittings </e1> that that require more skills .,Component-Whole
The <e2> accused </e2> killed the victim with a <e1> kirpan </e1> and separated the head from the body and threw it in a canal near Nabha .,Instrument-Agency
There are enough gills there to serve the oxygen demands of an entire <e2> shiver </e2> of whale <e1> sharks </e1> .,Member-Collection
The inhabitants send messages to each other by placing the message in a capsule and placing the <e1> capsule </e1> in a message <e2> tube </e2> .,Entity-Destination
The finished <e2> doll </e2> was made with <e1> stockings </e1> for the face and a baby sock for the body .,Component-Whole
It is the document repository of extremely valuable archival <e1> documents </e1> illustrating the <e2> history </e2> of the Spanish Empire .,Message-Topic
"This all around immature nice guy is , above all , a <e1> choreographer </e1> , having devised the <e2> moves </e2> to the film adaptation of Hairspray .",Other
"The <e1> state </e1> has assembled a $230 million incentive <e2> package </e2> to lure the project , which could mean as many as 9000 jobs .",Other
"When you strike someone with a <e2> bottle </e2> full of <e1> carbonated beverage </e1> , apparently a vacuum is created and then quickly refills , which is somehow capable of breaking the glass .",Content-Container
Welding <e1> wire </e1> is coiled in a <e2> pail </e2> and used as an electrode in an automatic or semiautomatic welding operation .,Content-Container
The stong <e1> earthquake </e1> caused a <e2> blackout </e2> on the sound stage and short-circuited some of the neon-tubed violins .,Cause-Effect
Various <e2> configurations </e2> have been illustrated in the <e1> drawings </e1> .,Message-Topic
Avci was the <e1> head </e1> of the chief of the <e2> police </e2> in Diyarbakir between 1984 and 1992 .,Member-Collection
"The <e2> series </e2> comprises some re-issues of the previous books , as well as new <e1> titles </e1> .",Component-Whole
The agitating <e2> students </e2> also put up a <e1> barricade </e1> on the Dhaka-Mymensingh highway disrupting vehicular movement for about two hours from 10:30am to 12:30pm .,Product-Producer
The <e1> solution </e1> comprises the <e2> creation </e2> of a decentralized Internet host name resolution system with flat hierarchy on the basis of Metrized Small World data structure .,Other
"Tension Release by Mega Food contains Sensoril , a clinically studied extract of a Ashwagandha that helps to inhibit fatigue and physical <e2> tension </e2> from everyday <e1> stress </e1> .",Cause-Effect
"With an innate desire to know and to do , mankind has progressed past placing a dead fish in every <e1> hill </e1> of <e2> corn </e2> , beans and squash .",Other
"Mayans charted Venus's motion across the sky , poured <e1> chocolate </e1> into <e2> jars </e2> and interred them with the dead .",Entity-Destination
The <e1> elephant </e1> descended from an aquatic <e2> animal </e2> .,Entity-Origin
"A special <e1> meeting </e1> of the <e2> shareholders </e2> of Lydia Diamond was held on December 23rd , 2009 and the Sale was approved by the shareholders .",Other
He inserted a <e1> needle </e1> into the tattoo <e2> machine </e2> .,Entity-Destination
"The aim of this study , therefore , was to examine the embryo <e1> quality </e1> obtained from vitrified , warmed <e2> oocytes </e2> in a standard infertility population .",Other
The <e1> letter </e1> was sent from group to <e2> group </e2> of the dispersed believers to try and build them up to encourage them to fill them with hope .,Entity-Destination
"<e1> Cardiovascular disease </e1> is one of the leading causes of <e2> morbidity </e2> and mortality in the UK , as well as in the developed and the developing world .",Cause-Effect
"The level surface closest to the MSS , known as the <e1> geoid </e1> , departs from an <e2> ellipsoid </e2> by about 100 m in each direction .",Other
"After soaking them overnight , we slipped the <e1> beans </e1> into a fairly wide-necked wine <e2> flask </e2> that's been peeled of its straw wrapper .",Entity-Destination
<e2> Dizziness </e2> from nasal and <e1> sinus pressure </e1> usually can be seen on a good nasal examination and a CT of the sinuses .,Cause-Effect
Students actually benefit from <e2> study </e2> through an STS <e1> approach </e1> .,Instrument-Agency
"In the 2006 campaign , the <e1> governor </e1> won the Hispanic vote with <e2> appearances </e2> such as one at Casa de Maryland .",Other
"The <e1> bomb </e1> was hidden in a <e2> handcart </e2> near the Mar Toma Church , also known as Church of St . Thomas , in the city of Mosul .",Content-Container
"She does , however , remember walking through campus when a chipper salesman gave her a <e2> fistful </e2> of bright orange <e1> coupons </e1> offering her and her friends complimentary slices of pizza .",Member-Collection
I have imported an audio <e1> book </e1> into the <e2> software </e2> .,Entity-Destination
The <e1> soldiers </e1> moved into the deep <e2> jungle </e2> .,Entity-Destination
"The <e1> chair </e1> of the <e2> corporation </e2> , at the time of election , shall be either a former President , the retiring President , or a member (not emeritus) of the Corporation .",Other
The <e1> hole </e1> was found in a <e2> piece </e2> of the package that was ripped off near its edge .,Other
"The <e1> mummy </e1> originally was inside a <e2> wooden coffin </e2> , which had deteriorated .",Content-Container
This <e1> meeting </e1> establishes the <e2> laws </e2> which govern the church and the priorities for the coming year .,Cause-Effect
"The <e1> game </e1> was sealed in the original <e2> packing </e2> , unopened and untouched .",Content-Container
The oculomotor <e1> nerve </e1> rests in a <e2> cistern </e2> within the sinus roof .,Component-Whole
A baby girl was murdered and her <e1> body </e1> stuffed in a <e2> sack </e2> and dumped in a water body in the capital's Pallabi area .,Entity-Destination
The new <e1> model </e1> is moving into new <e2> territory </e2> with revisions .,Entity-Destination
He also pointed out that on the Sabbath the <e1> priests </e1> broke the commandment with priestly <e2> work </e2> .,Other
The <e1> sagas </e1> developed from the <e2> oral culture </e2> of the Viking Age .,Entity-Origin
Hogarth also decorated the <e1> walls </e1> of the <e2> hospital </e2> with works of art donated by contemporary British artists .,Component-Whole
They are storing the <e1> solution </e1> in a non-food <e2> refrigerator </e2> to avoid degradation and transfer what is immediately needed to a spray bottle for manual cleaning .,Content-Container
"In a desperate attempt , the company poured <e1> money </e1> into the <e2> project </e2> .",Entity-Destination
"My grandparents rest beneath a stone that shows a <e2> farmer </e2> plowing with a <e1> mule </e1> , an emblem of the way they began their lives together back in the 1930s .",Instrument-Agency
The temperature at which <e2> flower </e2> <e1> buds </e1> are injured depends .,Component-Whole
Her <e1> clothes </e1> were in a <e2> box </e2> with no lid sitting on the next higher step .,Content-Container
The <e2> venter </e2> encloses a venter canal <e1> cell </e1> and an egg cell .,Component-Whole
